المعرف,الفئة,العنوان الأصلي,العنوان العربي/الترجمة الوصفية,المسؤولية العلمية,الناشر/المؤسسة,السنة,الطبعة/الأجزاء,ISBN/DOI,بيانات الدورية,بيانات المخطوط,النوع,اللغة,اللغة الأساسية,العصر,المحاور,النطاق الجغرافي,القيمة البحثية,مستوى القارئ,التقييم,سبب التقييم وحدود الاستخدام,رابط السجل/الناشر,رابط النص/المادة,الإتاحة,الحقوق,حالة التحقق,ما الذي فُحص فعليًا,أساس الوصف,فائدة المشروع,ملاحظات,ربط بـ v4.9,الإصدار,سجل التغيير,تاريخ التحقق,معرف المسار
LIB-AV-006,مادة تعليمية/مرئية/مسموعة,In Our Time: Maimonides,في زمننا: ابن ميمون,Melvyn Bragg؛ الضيوف: John Haldane (St Andrews)، Sarah Stroumsa (Hebrew University of Jerusalem)، Peter Adamson (King's College London),BBC Radio 4 (In Our Time: Philosophy),2011 (15 فبراير 2011 حسب Apple Podcasts),42 دقيقة,غير منطبق,,,بودكاست/برنامج إذاعي,إنجليزية,إنجليزية,الموحدون,فلسفة وفقه; الأديان والجماعات; علوم وطب وفلك,قرطبة، فاس، مصر,تعريف بابن ميمون طبيبًا وفقيهًا وفيلسوفًا (مشناه توراه، دلالة الحائرين) وأثره في المفكرين المسلمين والأوروبيين.,تمهيدي,B,ضيوف متخصصون؛ طابع تعريفي. حدوده: التركيز على الفكر لا على السياق الأندلسي التفصيلي.,https://podcasts.apple.com/us/podcast/maimonides/id463701671?i=1000343871049,http://www.bbc.co.uk/programmes/b00yjqz3,نص كامل مجاني,حقوق BBC محفوظة,اطلاع على الفهرس/المقدمة/وصف الناشر,فتحت صفحة Apple Podcasts (العنوان، التاريخ، المدة، الضيوف) وصفحة historyofphilosophy.net التي أوردت رابط BBC b00yjqz3؛ لم أتمكن من فتح صفحة BBC نفسها. (تاريخ التحقق: 2026-09-23),وصف الناشر,مادة صوتية; بطاقة شخصية,,,v1.0,,2026-09-23,M-06
LIB-AV-007,مادة تعليمية/مرئية/مسموعة,The Almoravid Empire,الإمبراطورية المرابطية — في زمننا,Melvyn Bragg؛ الضيوف: Amira K. Bennison (Cambridge)، Nicola Clarke (Newcastle)، Hugh Kennedy (SOAS)؛ المنتج Simon Tillotson,BBC Radio 4 (In Our Time),2018 (3 مايو 2018),49 دقيقة,غير منطبق,,,بودكاست/برنامج إذاعي,إنجليزية,إنجليزية,الفتنة والطوائف; المرابطون,سياسة; عسكري; الأديان والجماعات; مدن وعمران,المغرب الأقصى (مراكش)، الأندلس، الصحراء,من أندر المواد المسموعة الجادة عن المرابطين: نشأتهم الصنهاجية، تأسيس مراكش، ضم الأندلس، والمواجهة مع السيد الكمبيطور. تجيب عن: لماذا تدخّل المرابطون في الأندلس وكيف حكموها؟,تمهيدي,B,ثلاثة من أبرز المتخصصين في الغرب الإسلامي؛ برنامج تعريفي قصير.,https://podcasts.apple.com/dk/podcast/the-almoravid-empire/id73330895?i=1000410607611,https://podcasts.apple.com/dk/podcast/the-almoravid-empire/id73330895?i=1000410607611,نص كامل مجاني,حقوق BBC محفوظة,اطلاع على الفهرس/المقدمة/وصف الناشر,فتحت صفحة Apple Podcasts: العنوان والتاريخ والمدة والوصف والضيوف وانتماءاتهم. (تاريخ التحقق: 2026-09-23),وصف الناشر,مادة صوتية; خط زمني; درس,,,v1.0,,2026-09-23,M-07
LIB-AV-008,مادة تعليمية/مرئية/مسموعة,Ibn Khaldun,ابن خلدون — في زمننا,Melvyn Bragg؛ الضيوف: Robert Hoyland (Oxford)، Robert Irwin (SOAS)، Hugh Kennedy (SOAS),BBC Radio 4 (In Our Time: Philosophy),2010 (4 فبراير 2010),42 دقيقة,غير منطبق,,,بودكاست/برنامج إذاعي,إنجليزية,إنجليزية,غرناطة النصرية; الإرث,تأريخ ونقد مصادر; سياسة; مجتمع,المغرب الكبير والأندلس (أصل أسرته إشبيلي، وأقام في غرناطة) ومصر,مدخل إلى نظرية العصبية ودورات الدول في المقدمة، وهي إطار يُستعمل كثيرًا في تفسير صعود دول الأندلس والمغرب وسقوطها.,تمهيدي,B,ضيوف متخصصون؛ لكن الصلة بالأندلس غير مباشرة (الوصف لا يذكر الأندلس صراحة).,https://podcasts.apple.com/gb/podcast/ibn-khaldun/id463701671?i=1000097068574,https://podcasts.apple.com/gb/podcast/ibn-khaldun/id463701671?i=1000097068574,نص كامل مجاني,حقوق BBC محفوظة,اطلاع على الفهرس/المقدمة/وصف الناشر,فتحت صفحة Apple Podcasts: العنوان والتاريخ والمدة والضيوف والوصف. (تاريخ التحقق: 2026-09-23),وصف الناشر,مادة صوتية; بطاقة شخصية,الصلة الأندلسية (أصل الأسرة الإشبيلي، وإقامته في البلاط النصري) من معرفتي العامة، لا من وصف الحلقة.,,v1.0,,2026-09-23,M-08
LIB-AV-009,مادة تعليمية/مرئية/مسموعة,In Our Time: Muslim Spain,في زمننا: إسبانيا المسلمة,Melvyn Bragg؛ الضيوف: Tim Winter (Cambridge)، Martin Palmer، Mehri Niknam (Maimonides Foundation),BBC Radio 4,2002 (21 نوفمبر 2002),,غير منطبق,,,بودكاست/برنامج إذاعي,إنجليزية,إنجليزية,شامل,الأديان والجماعات; سياسة,الأندلس,حلقة عامة قديمة عن الأندلس بمنظور حوار الأديان؛ مفيدة لرصد كيف يقدَّم «التعايش» في الخطاب العام البريطاني.,تمهيدي,C,لا يوجد بين الضيوف مؤرخ متخصص في الأندلس (متخصص في الدراسات الإسلامية، ولاهوتي، وناشطة في حوار الأديان)؛ منظور حوار الأديان غالب؛ عمرها أكثر من عشرين عامًا.,https://en.wikipedia.org/wiki/List_of_In_Our_Time_programmes,,غير متحقق (يُرجّح توفرها في أرشيف BBC),حقوق BBC محفوظة,سجل ببليوغرافي فقط,تحققت من العنوان والتاريخ والضيوف من قائمة Wikipedia لحلقات البرنامج فقط؛ صفحة BBC محجوبة عن أداة الجلب ولم أرَ رابطها. (تاريخ التحقق: 2026-09-23),قائمة ثانوية (Wikipedia),مادة صوتية (استعمال محدود),,,v1.0,,2026-09-23,M-09
LIB-AV-010,مادة تعليمية/مرئية/مسموعة,Cities of Light: The Rise and Fall of Islamic Spain,مدن النور: صعود إسبانيا الإسلامية وسقوطها,"إخراج Robert H. Gardner (حسب islamicspain.tv وLetterboxd؛ صفحة UPF ذكرت Andrea Kalin — بيانات متضاربة)؛ منتجان منفذان Alexander Kronemer وMichael Wolfe؛ باحثون: Brian Catlos, Olivia Remie Constable, David Nirenberg, D. Fairchild Ruggles, Raymond Scheindlin, Ahmad Dallal, Lourdes María Alvarez وغيرهم",Unity Productions Foundation؛ بُث على PBS,2007,نحو 115–116 دقيقة,غير منطبق,,,وثائقي,إنجليزية,إنجليزية,شامل,الأديان والجماعات; سياسة; علوم وطب وفلك; عمارة وفنون,الأندلس,وثائقي بإعادة تمثيل درامية، ومعه موقع مرافق فيه خطط دروس ومسرد؛ يشارك فيه مؤرخون بارزون. مفيد لتقديم الأندلس لجمهور عام ولطلاب المدارس.,تمهيدي,C,مادة شعبية ذات رسالة: جهة الإنتاج تعمل على التقارب بين الأديان، والإطار السردي يدور حول «التعايش» ثم «الجشع والخوف والتعصب». يُستعمل مدخلًا فقط، ولا يُعتمد في القضايا الخلافية كطبيعة التعايش وأسباب السقوط.,https://www.upf.tv/films/cities-of-light/,https://www.islamicspain.tv/,"شراء/اشتراك (Google Play, Apple TV, YouTube Movies, Kanopy)؛ الموقع المرافق مجاني",حقوق محفوظة,اطلاع على الفهرس/المقدمة/وصف الناشر,فتحت صفحة UPF وصفحة About في islamicspain.tv (المخرج وقائمة الباحثين) وصفحة Letterboxd (السنة والمدة) وصفحة Penn Middle East Center (116 دقيقة). (تاريخ التحقق: 2026-09-23),وصف ناشر,درس; مادة مرئية تمهيدية,تضارب في اسم المخرج بين موقعَي UPF وislamicspain.tv.,,v1.0,,2026-09-23,M-10
LIB-AV-011,مادة تعليمية/مرئية/مسموعة,When the Moors Ruled in Europe,حين حكم المورو أوروبا,تقديم Bettany Hughes؛ إخراج Timothy Copestake؛ إنتاج Rowan Deacon,Channel 4 (المملكة المتحدة) — وليس BBC Four كما ورد في الترشيح,2005 (5 نوفمبر 2005),جزآن، نحو 103 دقائق,غير منطبق,,,وثائقي,إنجليزية,إنجليزية,شامل,عمارة وفنون; علوم وطب وفلك; الأديان والجماعات,غرناطة، قرطبة، فاس,وثائقي تلفزيوني يعرض إسهام الأندلس في أوروبا، مع تصوير في المواقع؛ مفيد بصريًا للمدن والعمارة.,تمهيدي,C,وثائقي شعبي تقدّمه مؤرخة مذيعة غير متخصصة في الأندلس، ويميل إلى سردية «إسهام المورو» الاحتفائية. لم أتحقق من الباحثين الذين قوبلوا فيه. لا يُعتمد في التفاصيل.,https://en.wikipedia.org/wiki/When_the_Moors_Ruled_in_Europe,,شراء/اشتراك (منصات تجارية)؛ نسخ منشورة على YouTube من قنوات غير رسمية لا يوصى بها,حقوق محفوظة,سجل ببليوغرافي فقط,فتحت مقالة Wikipedia: القناة والتاريخ والمدة والمقدمة والمخرج. لم أفتح صفحة القناة الرسمية. (تاريخ التحقق: 2026-09-23),قائمة ثانوية (Wikipedia),مادة مرئية تمهيدية,,,v1.0,,2026-09-23,M-11
LIB-AV-012,مادة تعليمية/مرئية/مسموعة,Lessons from the Golden Era of Andalusia,دروس من العصر الذهبي للأندلس (الجزيرة الإنجليزية),إخراج Abdelkrim Sekkar؛ المرشد العلمي Saadane Benbabaali (أستاذ متقاعد للأدب العربي، جامعة باريس 3),Al Jazeera English — برنامج Al Jazeera World,2018 (2 أغسطس 2018),43:39 دقيقة,غير منطبق,,,وثائقي,إنجليزية (مع مقاطع عربية على الأرجح — لم أتحقق),إنجليزية,شامل,الأديان والجماعات; أدب وشعر; فلسفة وفقه,أندلوسيا المعاصرة ومواقعها التاريخية,رحلة أكاديمي مع طلاب إلى المواقع الأندلسية؛ مادة مرئية عن حضور الأندلس في الوعي المعاصر.,تمهيدي,C,أطروحة صريحة عن الأندلس نموذجًا للتسامح («ربما المرة الوحيدة في تاريخ أوروبا...»)، وهي مسألة خلافية في البحث. يُستعمل لعرض السردية لا لإثباتها.,https://www.aljazeera.com/program/al-jazeera-world/2018/8/2/lessons-from-the-golden-era-of-andalusia,https://www.aljazeera.com/program/al-jazeera-world/2018/8/2/lessons-from-the-golden-era-of-andalusia,نص كامل مجاني,حقوق Al Jazeera محفوظة,اطلاع على الفهرس/المقدمة/وصف الناشر,فتحت صفحة البرنامج على aljazeera.com: العنوان والتاريخ والمدة والمخرج والضيف؛ وتطابق مع TheTVDB (الحلقة 24 من موسم 2018). (تاريخ التحقق: 2026-09-23),وصف ناشر,مادة مرئية تمهيدية; الإرث والذاكرة,,,v1.0,,2026-09-23,M-12
LIB-AV-013,مادة تعليمية/مرئية/مسموعة,"Presentación de 'Hispania, al-Ándalus y España: identidad y nacionalismo en la historia peninsular'",تقديم كتاب «هسبانيا والأندلس وإسبانيا: الهوية والقومية في تاريخ شبه الجزيرة»,Maribel Fierro (CSIC)، Alejandro García Sanjuán (جامعة ويلبا)، Luis García Montero (معهد ثربانتس)، Carlos Pascual (Marcial Pons)، تقديم Irene Lozano,Casa Árabe (مدريد),2022 (24 يناير 2022),,غير منطبق,,,محاضرة/ندوة مسجلة,إسبانية,إسبانية,الإرث; شامل,تأريخ ونقد مصادر; سياسة,إسبانيا,نقاش بين محررَي الكتاب، وهما من أبرز مؤرخي الأندلس، عن توظيف الأندلس في الهويات القومية الإسبانية ونقد سرديتي «الاسترداد» و«التعايش». مهم لقسم «الإرث والجدل» في الموسوعة.,متقدم,B,متحدثون متخصصون وجهة موثوقة؛ استثناء لقاعدة الإسبانية بسبب مكانة المتحدثين والموضوع. حدوده: ندوة تقديم كتاب لا محاضرة منهجية.,https://www.casaarabe.es/eventos-arabes/show/hispania-al-andalus-y-espana-identidad-y-nacionalismo-en-la-historia-peninsular,https://youtu.be/8FimBBg8u78,نص كامل مجاني,غير متحقق,اطلاع على الفهرس/المقدمة/وصف الناشر,فتحت صفحة الفعالية في Casa Árabe: العنوان والتاريخ والمتحدثون وبيانات الكتاب ورابط YouTube. لم أشاهد الفيديو. (تاريخ التحقق: 2026-09-23),وصف ناشر,درس; مقال موسوعي (الإرث والهوية),,,v1.0,,2026-09-23,M-13
LIB-AV-014,مادة تعليمية/مرئية/مسموعة,Día de la Ciencia 2022: 'Desde las figuras de polvo a las Matemáticas en al-Ándalus',يوم العلوم 2022: من «أشكال الغبار» إلى الرياضيات في الأندلس,Rafael Pérez Gómez (رياضي، مدرسة العمارة بجامعة غرناطة),Casa Árabe (قرطبة),2022 (9 نوفمبر 2022),,غير منطبق,,,محاضرة مسجلة,إسبانية,إسبانية,الخلافة; الفتنة والطوائف; شامل,علوم وطب وفلك; عمارة وفنون,الأندلس,محاضرة عن الإسهامات الأندلسية في الفلك والهندسة والجبر وعلاقة الهندسة بالزخرفة؛ مفيدة لبطاقات العلماء والتعليم.,تمهيدي,C,المحاضر رياضي مهتم بالتراث الأندلسي، لا مؤرخ علوم متخصص (حسب الصفحة)؛ طابع تبسيطي لجمهور عام.,https://www.casaarabe.es/eventos-arabes/show/desde-las-figuras-de-polvo-a-las-matematicas-en-al-andalus,https://youtu.be/qtzxf1buPMc,نص كامل مجاني,غير متحقق,اطلاع على الفهرس/المقدمة/وصف الناشر,فتحت صفحة الفعالية: العنوان والتاريخ والمحاضر ورابط البث على YouTube. لم أشاهد الفيديو. (تاريخ التحقق: 2026-09-23),وصف ناشر,درس; بطاقة شخصية (علماء),,,v1.0,,2026-09-23,M-14
LIB-AV-015,مادة تعليمية/مرئية/مسموعة,Sesión 3: Las escuelas legales en el mundo islámico: alcance y límites del pluralismo jurídico sunní,الجلسة 3: المذاهب الفقهية في العالم الإسلامي: مدى التعددية الفقهية السنية وحدودها,Maribel Fierro (أستاذة بحث، CSIC),Casa Árabe — بودكاست ضمن سلسلة عن الشريعة,2021 (17 مارس 2021),,غير منطبق,,,محاضرة مسجلة (بودكاست),إسبانية,إسبانية,الإمارة; الخلافة; شامل,فلسفة وفقه; مؤسسات/قضاء/إدارة,المغرب والأندلس ضمن العالم الإسلامي,تشرح نشأة المذاهب وهيمنة المذهب المالكي في المغرب والأندلس؛ مفيدة لمحور القضاء والفقه.,متوسط,B,من أبرز المتخصصين في التاريخ الديني والفقهي للأندلس؛ الموضوع أعم من الأندلس.,https://casaarabe.es/podcasts/show/626/pag/12,https://casaarabe.es/podcasts/show/626/pag/12,نص كامل مجاني,غير متحقق,اطلاع على الفهرس/المقدمة/وصف الناشر,فتحت صفحة البودكاست في Casa Árabe: العنوان والمتحدثة والتاريخ والوصف؛ المدة غير ظاهرة. (تاريخ التحقق: 2026-09-23),وصف ناشر,مادة صوتية; درس (القضاء والفقه),,,v1.0,,2026-09-23,M-15
LIB-AV-016,مادة تعليمية/مرئية/مسموعة,"Al-Andalus, con Maribel Fierro 4x10 (Ciencia para leer)",الأندلس مع ماريبيل فييرو — بودكاست «علم للقراءة»,Maribel Fierro (ILC-CSIC),CSIC — Centro de Ciencias Humanas y Sociales (CCHS),2024 (13 نوفمبر 2024),21:10 دقيقة,غير منطبق,,,بودكاست,إسبانية,إسبانية,شامل,تأريخ ونقد مصادر; الأديان والجماعات,الأندلس,حوار قصير مع مؤلفة كتاب al-Andalus (CSIC–Catarata) عن الأندلس واقعًا تاريخيًا ومعلمًا سياحيًا وأسطورة في الذاكرة، وعن تعدد مقاربات البحث.,تمهيدي,B,متحدثة من أبرز المتخصصين وجهة بحثية رسمية؛ قصير وتعريفي.,https://www.cchs.csic.es/es/videos-podcast/andalus-maribel-fierro-ilc,https://open.spotify.com/episode/6jdBoEC2nrzIiI8Rp7NptB,نص كامل مجاني,غير متحقق,اطلاع على الفهرس/المقدمة/وصف الناشر,فتحت صفحة CCHS-CSIC وصفحة الحلقة على Spotify: العنوان والتاريخ والمدة والوصف. (تاريخ التحقق: 2026-09-23),وصف ناشر,مادة صوتية; درس تمهيدي,,,v1.0,,2026-09-23,M-16
LIB-AV-017,مادة تعليمية/مرئية/مسموعة,CABEI (Ciudades Andaluzas Bajo el Islam) — Conferencias,محاضرات مجموعة البحث «المدن الأندلسية في ظل الإسلام» — جامعة غرناطة,"مجموعة البحث CABEI (HUM-150)، قسم الدراسات السامية بجامعة غرناطة؛ محاضرون منهم Emilio Molina López, Celia del Moral, Desirée López Bernal, Fátima Tahtah",Universidad de Granada,2017–2024 (حسب المحاضرات المدرجة),,غير منطبق,,,سلسلة محاضرات مسجلة,إسبانية,إسبانية,شامل; غرناطة النصرية,أدب وشعر; مدن وعمران; مجتمع; المرأة; فلسفة وفقه,الأندلس، غرناطة,أرشيف محاضرات لمجموعة بحث جامعية متخصصة في المدن الأندلسية، يشمل الشعر الأندلسي والعلاقات العاطفية وأملاك الحكام الخاصة.,متقدم,B,جهة جامعية متخصصة ومحاضرون أكاديميون؛ بالإسبانية ومتفاوتة الموضوعات.,https://wpd.ugr.es/~cabei/conferencias/,https://www.youtube.com/watch?v=P5o6zvZywv8,نص كامل مجاني,غير متحقق,اطلاع على الفهرس/المقدمة/وصف الناشر,فتحت صفحة المحاضرات: قائمة المحاضرين والعناوين والتواريخ وروابط YouTube. لم أفتح الفيديوهات. (تاريخ التحقق: 2026-09-23),محتوى (قائمة المحاضرات),درس; مقال موسوعي (المدن، الأدب),,,v1.0,,2026-09-23,M-17
LIB-AV-018,مادة تعليمية/مرئية/مسموعة,El patrimonio privado de los monarcas andalusíes,الأملاك الخاصة لحكام الأندلس,Emilio Molina López (جامعة غرناطة),CABEI — Universidad de Granada,2017 (5 أكتوبر 2017),,غير منطبق,,,محاضرة مسجلة,إسبانية,إسبانية,شامل,مؤسسات/قضاء/إدارة; اقتصاد وتجارة,الأندلس,محاضرة لأحد كبار المستعربين الإسبان عن المستخلص والأملاك السلطانية؛ مفيدة لمحور الإدارة والاقتصاد.,بحثي متخصص,B,محاضر متخصص؛ موضوع ضيق.,https://wpd.ugr.es/~cabei/conferencias/,https://www.youtube.com/watch?v=iBA4KYEjVf8,نص كامل مجاني,غير متحقق,سجل ببليوغرافي فقط,البيانات من صفحة محاضرات CABEI فقط؛ لم أفتح صفحة الفيديو على YouTube. (تاريخ التحقق: 2026-09-23),قائمة الجهة,مقال موسوعي (الاقتصاد والإدارة),,,v1.0,,2026-09-23,M-18
LIB-AV-019,مادة تعليمية/مرئية/مسموعة,The Great Mosque of Córdoba,المسجد الجامع في قرطبة (Smarthistory),Dr. Shadieh Mirmobiny,Smarthistory (شريك Khan Academy),2015 (8 أغسطس 2015),,غير منطبق,,,مقالة تعليمية مصورة,إنجليزية,إنجليزية,الإمارة; الخلافة,عمارة وفنون; مدن وعمران,قرطبة,مدخل تعليمي مصوّر إلى مراحل بناء الجامع وخصائصه المعمارية، ومناسب للدروس وبطاقات المواقع.,تمهيدي,C,منصة تعليمية أكاديمية التحرير لكنها مقالة موجزة بلا عمق بحثي.,https://smarthistory.org/the-great-mosque-of-cordoba/,https://smarthistory.org/the-great-mosque-of-cordoba/,نص كامل مجاني,الصور بتراخيص CC متنوعة (BY-SA 2.0/3.0، BY-NC-ND 2.0) كما في شروحها؛ ترخيص النص لم أتحقق منه في الصفحة,اطلاع على الفهرس/المقدمة/وصف الناشر,فتحت الصفحة: العنوان والكاتبة والتاريخ وتراخيص الصور. لم يظهر فيديو مضمَّن. (تاريخ التحقق: 2026-09-23),محتوى,درس; بطاقة موقع; صورة (مراجعة الترخيص لكل صورة),,,v1.0,,2026-09-23,M-19
LIB-AV-020,مادة تعليمية/مرئية/مسموعة,The Alhambra,قصر الحمراء (Smarthistory),Dr. Shadieh Mirmobiny,Smarthistory,2015 (8 أغسطس 2015),,غير منطبق,,,مقالة تعليمية مصورة,إنجليزية,إنجليزية,غرناطة النصرية,عمارة وفنون; مدن وعمران,غرناطة,مدخل تعليمي إلى تخطيط الحمراء وبرامجها الزخرفية وحدائقها؛ يحيل إلى فيديو لليونسكو.,تمهيدي,C,تعريفي موجز.,https://smarthistory.org/the-alhambra/,https://smarthistory.org/the-alhambra/,نص كامل مجاني,صور بتراخيص CC متنوعة (BY-SA 3.0/4.0، BY-NC 2.0، BY 2.0...),اطلاع على الفهرس/المقدمة/وصف الناشر,فتحت الصفحة: العنوان والكاتبة والتاريخ والتراخيص. (تاريخ التحقق: 2026-09-23),محتوى,درس; بطاقة موقع; صورة,,,v1.0,,2026-09-23,M-20
LIB-AV-021,مادة تعليمية/مرئية/مسموعة,"The vibrant visual cultures of the Islamic West, an introduction",الثقافات البصرية الحيّة في الغرب الإسلامي: مدخل,Dr. Sabahat Adil,Smarthistory,2021 (7 يناير 2021),,غير منطبق,,,مقالة تعليمية مصورة,إنجليزية,إنجليزية,شامل,عمارة وفنون; مسكوكات; الأديان والجماعات,الأندلس والمغرب,يربط بين معالم ومقتنيات الأندلس والمغرب (جامع قرطبة، مدينة الزهراء، الجعفرية، الحمراء، تينمل، الكتبية، الخيرالدا، علبة المغيرة، نقود موحدية، كنيسا طليطلة)؛ جيد لبناء قائمة مقتنيات الأطلس.,تمهيدي,C,مدخل تعليمي؛ جيد لاكتشاف الأمثلة لا للاستشهاد.,https://smarthistory.org/islamic-west-introduction/,https://smarthistory.org/islamic-west-introduction/,نص كامل مجاني,غير متحقق,اطلاع على الفهرس/المقدمة/وصف الناشر,فتحت الصفحة: العنوان والكاتبة والتاريخ وقائمة المواقع والمقتنيات المذكورة. (تاريخ التحقق: 2026-09-23),محتوى,درس; قائمة مقتنيات; خريطة,,,v1.0,,2026-09-23,M-21
LIB-AV-022,مادة تعليمية/مرئية/مسموعة,"Art of the Islamic World — Unit Five, Chapter One: Court Arts of Islamic Spain",فنون العالم الإسلامي — الوحدة 5، الفصل 1: فنون البلاط في إسبانيا الإسلامية,The Metropolitan Museum of Art (قسم التعليم)؛ لم أتحقق من المؤلفين,The Metropolitan Museum of Art,لم أتحقق,,غير منطبق,,,مقرر تعليمي/مورد للمعلمين,إنجليزية,إنجليزية,الخلافة; غرناطة النصرية,عمارة وفنون,قرطبة، غرناطة,وحدة تعليمية لمتحف كبير عن فنون البلاط الأموي والنصري ورعاية السلطة للفن، مع قائمة مصادر علمية (Dodds وEcker وRosser-Owen).,تمهيدي,B,جهة متحفية كبرى ومصادر علمية؛ لكنها مادة للمعلمين ومحدودة النطاق.,https://www.metmuseum.org/learn/educators/curriculum-resources/art-of-the-islamic-world/unit-five/chapter-one,https://www.metmuseum.org/learn/educators/curriculum-resources/art-of-the-islamic-world/unit-five/chapter-one/sources,نص كامل مجاني,غير متحقق,اطلاع على الفهرس/المقدمة/وصف الناشر,فتحت صفحة الفصل (العنوان والملخص) وصفحة المصادر (سبعة مراجع). لم يظهر المؤلفون ولا السنة ولا الترخيص. (تاريخ التحقق: 2026-09-23),محتوى,درس; بطاقة مقتنيات,,,v1.0,,2026-09-23,M-22
LIB-AV-023,مادة تعليمية/مرئية/مسموعة,Teaching Resources: Cultural Heritage of Al-Andalus,موارد تعليمية: التراث الثقافي للأندلس,ACMCU (Ali Vural Ak Center for Muslim-Christian Understanding)، كلية والش للخدمة الخارجية، جامعة جورجتاون,Georgetown University,آخر تعديل 3 أبريل 2020,,غير منطبق,,,بوابة موارد تعليمية,إنجليزية,إنجليزية,شامل,عمارة وفنون; لغة; موسيقى; الأديان والجماعات,الأندلس,بوابة تجمع موارد للمعلمين: Cities of Light، ومعارض Museum With No Frontiers، ومشروع El Legado Andalusí، وملفات صوتية لأغاني القديسة مريم (Cantigas)، ونشرات عن الألفاظ العربية في الإسبانية.,تمهيدي,C,بوابة روابط لا محتوى أصلي؛ منظور التفاهم بين الأديان غالب. تُستعمل لاكتشاف الموارد.,https://acmcu.georgetown.edu/teaching-resources-cultural-heritage-of-alandalus/,https://acmcu.georgetown.edu/teaching-resources-cultural-heritage-of-alandalus/,نص كامل مجاني,غير متحقق,اطلاع على الفهرس/المقدمة/وصف الناشر,فتحت الصفحة: الجهة وتاريخ التعديل وقائمة الموارد. (تاريخ التحقق: 2026-09-23),محتوى,درس; اكتشاف مصادر,الاسم كما ظهر في الصفحة.,,v1.0,,2026-09-23,M-23
LIB-AV-024,مادة تعليمية/مرئية/مسموعة,Arqueología y ciudad: Córdoba — ciclo «Desvelando la Córdoba arqueológica: Qurtuba» (lista Casa Árabe TV),الآثار والمدينة: قرطبة — سلسلة محاضرات «كشف قرطبة الأثرية: قرطبة الإسلامية»,Casa Árabe بالتعاون مع مجموعة البحث Sísifo (جامعة قرطبة) ضمن برنامج «Arqueología somos todos»؛ محاضرون منهم Alberto Montejo، Alberto León، Carmen González، Rafael Blanco، Belén Vázquez، Rafael Clapés,Casa Árabe (قناة YouTube: Prensacasaarabe),2012–2014,14 فيديو,غير منطبق,,,محاضرات مسجلة (قائمة تشغيل),إسبانية,إسبانية,الخلافة,مدن وعمران; آثار; عمارة وفنون; مجتمع,قرطبة,محاضرات لأثريين عملوا في حفريات قرطبة (رموز السلطة الخلافية، المساجد الصغيرة، التحصينات، الحمامات، الأفنية) — تجيب عن: كيف تبدو قرطبة الأموية في الشواهد الأثرية لا في النصوص؟,متوسط,B,محاضرون متخصصون من فريق التنقيب؛ لكنها محاضرات عامة غير محكّمة وبالإسبانية فقط، وتاريخ بعضها 2012,https://casaarabe.es/casa-arabe-tv/show/plqnukvkmabt7x6yfyeklc-5poohnx9vwg,https://casaarabe.es/casa-arabe-tv/show/plqnukvkmabt7x6yfyeklc-5poohnx9vwg,نص كامل مجاني,غير متحقق (فيديوهات YouTube لقناة Casa Árabe؛ للربط لا لإعادة النشر),اطلاع على الفهرس/المقدمة/وصف الناشر,فتحت صفحة القائمة في Casa Árabe TV (2026-09-23): اسم الدورة والجهتان المنظمتان وعناوين 5 فيديوهات بمحاضريها وتواريخها (مثل «Qurtuba: Los símbolos del poder califal» لـ Alberto Montejo 19/4/2012؛ «Fortificaciones de la Córdoba medieval» لـ Alberto León 25/10/2012)؛ لم أشاهد الفيديوهات,فهرس,درس; مادة مرئية; خريطة (طبقة قرطبة),,,v1.1,v1.1: سجل جديد,2026-09-23,AV2-01
